               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  84,            0.025441,            0.024422,           0.0029168,             0.74125,             0.76583,             0.74465,             0.40185,            0.035187,            0.025903,            0.018513,           0.0016267,           0.0016267,           0.0016267
                  85,              0.0257,            0.024648,           0.0027688,             0.74522,             0.77884,             0.75153,             0.40604,             0.03468,            0.025781,            0.017265,           0.0015566,           0.0015566,           0.0015566
                  86,            0.025429,            0.024498,           0.0029122,             0.75328,             0.77711,             0.76122,             0.40989,             0.03484,            0.025927,            0.016853,           0.0014905,           0.0014905,           0.0014905
                  87,            0.025356,            0.024363,           0.0030226,             0.74535,             0.76857,             0.76106,             0.41237,            0.035134,            0.025759,            0.016813,           0.0014283,           0.0014283,           0.0014283
                  88,            0.025311,            0.024117,           0.0028954,             0.76134,              0.7631,             0.75882,             0.41238,            0.035148,            0.025721,            0.016796,           0.0013701,           0.0013701,           0.0013701
                  89,            0.025451,            0.023957,           0.0027474,              0.7241,             0.79251,             0.75747,             0.40881,            0.035298,             0.02601,            0.017263,            0.001316,            0.001316,            0.001316
                  90,            0.025184,              0.0244,           0.0028132,             0.75764,             0.78169,             0.76262,             0.41522,            0.034583,            0.025721,            0.017351,            0.001266,            0.001266,            0.001266
                  91,            0.025288,            0.023938,           0.0026258,             0.75635,             0.79356,              0.7641,             0.41279,            0.034901,            0.025948,            0.017782,           0.0012202,           0.0012202,           0.0012202
                  92,            0.024785,            0.023783,           0.0028715,              0.7573,             0.78644,             0.76243,             0.41327,            0.035345,            0.026003,            0.016646,           0.0011787,           0.0011787,           0.0011787
                  93,            0.024951,            0.024137,           0.0025849,             0.73462,             0.79832,             0.76022,             0.41231,            0.035482,            0.025618,            0.017424,           0.0011414,           0.0011414,           0.0011414
                  94,             0.02502,             0.02401,           0.0026507,             0.76017,             0.77833,             0.76065,             0.40494,             0.03536,            0.026013,            0.017658,           0.0011084,           0.0011084,           0.0011084
                  95,            0.024796,            0.023804,           0.0025042,             0.77726,             0.77244,             0.77068,             0.41717,            0.035172,             0.02612,            0.017256,           0.0010797,           0.0010797,           0.0010797
                  96,            0.024799,            0.023577,           0.0028647,              0.7678,             0.78319,             0.76369,             0.41026,            0.035113,             0.02626,            0.017137,           0.0010554,           0.0010554,           0.0010554
                  97,            0.024445,            0.023053,           0.0024706,             0.76347,             0.78432,             0.76389,             0.41679,            0.035016,            0.025971,            0.017436,           0.0010355,           0.0010355,           0.0010355
                  98,            0.024489,            0.023619,           0.0026059,             0.78026,             0.78387,             0.76683,             0.41679,            0.034769,            0.026343,            0.017266,             0.00102,             0.00102,             0.00102
                  99,            0.024786,            0.024245,           0.0024333,             0.76586,             0.77293,             0.76152,             0.41684,            0.035211,             0.02598,            0.017963,           0.0010089,           0.0010089,           0.0010089
