               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.024627,            0.021088,           0.0029068,             0.82545,             0.69759,             0.77221,             0.38696,            0.031808,            0.025588,            0.016815,           0.0052174,           0.0052174,           0.0052174
                 158,            0.023713,            0.021128,           0.0027622,             0.81839,             0.68892,             0.76198,             0.37094,            0.031785,             0.02586,            0.018095,           0.0051704,           0.0051704,           0.0051704
                 159,             0.02476,            0.020336,           0.0030061,             0.79533,             0.71583,             0.75703,             0.37621,            0.031565,            0.025552,            0.018124,           0.0051234,           0.0051234,           0.0051234
                 160,             0.02357,             0.01926,           0.0029819,             0.83197,             0.73504,              0.7845,             0.37898,            0.032022,            0.025689,              0.0167,           0.0050765,           0.0050765,           0.0050765
                 161,            0.024304,            0.020095,           0.0030405,             0.77921,             0.74043,             0.77442,             0.37148,            0.032125,             0.02611,            0.015971,           0.0050296,           0.0050296,           0.0050296
                 162,            0.023607,            0.020196,           0.0027054,             0.77096,             0.74738,             0.78081,             0.37232,            0.032062,            0.025978,            0.016614,           0.0049828,           0.0049828,           0.0049828
                 163,            0.023154,            0.020394,           0.0025296,             0.76448,              0.7598,             0.76889,             0.35981,            0.032416,            0.026339,            0.018219,            0.004936,            0.004936,            0.004936
                 164,            0.023818,            0.020081,           0.0028853,             0.78028,             0.79253,             0.78479,             0.38073,            0.032093,            0.026093,             0.01675,           0.0048893,           0.0048893,           0.0048893
                 165,            0.023885,            0.020502,            0.002834,             0.79448,             0.73603,             0.77488,             0.37973,             0.03173,            0.025845,            0.018435,           0.0048426,           0.0048426,           0.0048426
                 166,            0.023375,            0.019483,           0.0025705,             0.80813,             0.72949,             0.76917,             0.36921,            0.031776,             0.02618,            0.019118,            0.004796,            0.004796,            0.004796
                 167,            0.023148,            0.019715,           0.0026524,             0.76399,             0.75427,             0.77132,              0.3712,              0.0324,            0.026423,             0.01822,           0.0047495,           0.0047495,           0.0047495
                 168,            0.023096,            0.019824,           0.0029907,             0.75346,             0.77571,             0.77662,             0.36482,            0.032123,            0.026717,            0.017868,           0.0047031,           0.0047031,           0.0047031
                 169,            0.022795,            0.020402,           0.0027633,              0.7709,             0.75367,             0.78695,             0.37326,             0.03227,            0.026721,            0.017964,           0.0046568,           0.0046568,           0.0046568
                 170,            0.023467,            0.019662,           0.0027744,             0.74464,             0.78373,             0.78351,             0.37054,            0.032125,            0.026751,            0.016528,           0.0046105,           0.0046105,           0.0046105
                 171,            0.023239,            0.019813,            0.002525,             0.77036,             0.72321,             0.77805,             0.36576,            0.032485,             0.02719,            0.017807,           0.0045644,           0.0045644,           0.0045644
                 172,            0.022414,            0.019111,           0.0024889,             0.72577,             0.76094,             0.76422,             0.36585,            0.031649,            0.027278,            0.018819,           0.0045184,           0.0045184,           0.0045184
                 173,            0.022661,            0.019518,           0.0023953,             0.75667,             0.74719,             0.77934,             0.36251,            0.031878,            0.026783,            0.017928,           0.0044724,           0.0044724,           0.0044724
                 174,             0.02225,            0.018826,           0.0025786,             0.78889,             0.72655,             0.78023,             0.36421,              0.0316,            0.026825,            0.017195,           0.0044266,           0.0044266,           0.0044266
                 175,            0.022163,            0.019958,           0.0023993,             0.79981,             0.72239,             0.77618,             0.36705,            0.031741,            0.026301,            0.017886,           0.0043809,           0.0043809,           0.0043809
                 176,            0.022479,            0.019568,           0.0023279,             0.75234,             0.72253,             0.75081,             0.35255,            0.031258,            0.026583,              0.0186,           0.0043353,           0.0043353,           0.0043353
                 177,            0.022723,             0.01946,           0.0026609,             0.78133,             0.73341,             0.75538,             0.36224,             0.03159,            0.026543,            0.018664,           0.0042899,           0.0042899,           0.0042899
                 178,            0.022181,            0.019374,           0.0023952,             0.80002,             0.72547,             0.75798,             0.36041,            0.031692,            0.026931,            0.018375,           0.0042445,           0.0042445,           0.0042445
                 179,            0.021538,            0.018538,           0.0024513,             0.80374,             0.73603,              0.7724,              0.3679,            0.032199,            0.027033,            0.017158,           0.0041994,           0.0041994,           0.0041994
                 180,            0.022343,            0.018907,           0.0023026,             0.78492,             0.74512,             0.77595,             0.37228,            0.032299,            0.026902,            0.016269,           0.0041543,           0.0041543,           0.0041543
                 181,            0.022515,            0.019807,           0.0023941,             0.84496,             0.72799,             0.77754,             0.36631,            0.031958,            0.026507,            0.017579,           0.0041094,           0.0041094,           0.0041094
                 182,            0.021686,            0.019487,           0.0023154,              0.7711,             0.75873,             0.76555,             0.37599,            0.032035,            0.026396,            0.019304,           0.0040647,           0.0040647,           0.0040647
                 183,            0.021841,             0.01836,           0.0023261,             0.78217,             0.74952,             0.76988,             0.36762,            0.031994,             0.02677,            0.018427,           0.0040201,           0.0040201,           0.0040201
                 184,            0.021992,            0.019206,           0.0024402,              0.7587,             0.74065,             0.76382,             0.36561,            0.032152,            0.027057,            0.018365,           0.0039757,           0.0039757,           0.0039757
                 185,            0.021507,            0.019049,           0.0021383,             0.79113,             0.70365,             0.76283,               0.358,            0.031816,            0.026712,            0.017938,           0.0039314,           0.0039314,           0.0039314
                 186,             0.02201,            0.017918,            0.002741,             0.72875,             0.75378,             0.76307,             0.36391,            0.032062,            0.026999,            0.017113,           0.0038873,           0.0038873,           0.0038873
                 187,            0.022436,            0.019967,           0.0027048,             0.74989,              0.7595,             0.73893,             0.35041,            0.032557,            0.026945,            0.019945,           0.0038434,           0.0038434,           0.0038434
                 188,            0.021353,            0.018346,           0.0026787,             0.77964,             0.72631,             0.75055,             0.37175,            0.031734,            0.026759,            0.019588,           0.0037997,           0.0037997,           0.0037997
                 189,            0.021389,            0.018114,           0.0021042,             0.78257,              0.7337,             0.75602,             0.36984,            0.032227,            0.026755,            0.019555,           0.0037562,           0.0037562,           0.0037562
